,province,area_zone,classes,occupation,wage_rate_per_hour
763,Ontario ,Hamilton-Niagara Peninsula Zone,,Interior System Mechanics (including Steel Stud),32.38
764,Ontario ,Hamilton-Niagara Peninsula Zone,,Roofers,21.23
765,Ontario ,Hamilton-Niagara Peninsula Zone,,Glaziers,32.95
766,Ontario ,Hamilton-Niagara Peninsula Zone,,Insulators,32.35
767,Ontario ,Hamilton-Niagara Peninsula Zone,,Painters,23.34
768,Ontario ,Hamilton-Niagara Peninsula Zone,,Flooring Installers,30.22
769,Ontario ,Hamilton-Niagara Peninsula Zone,,Construction Millwrights,34.6
770,Ontario ,Hamilton-Niagara Peninsula Zone,,Heavy-Duty Equipment Mechanics,32.21
771,Ontario ,Hamilton-Niagara Peninsula Zone,,Refrigeration and Air Conditioning Mechanics,30.62
772,Ontario ,Hamilton-Niagara Peninsula Zone,,Elevator Constructors,43.53
773,Ontario ,Hamilton-Niagara Peninsula Zone,,Mobile Crane Operators,33.82
774,Ontario ,Hamilton-Niagara Peninsula Zone,,Tower Crane Operators,34.78
775,Ontario ,Hamilton-Niagara Peninsula Zone,,Straight Truck Drivers,23.24
776,Ontario ,Hamilton-Niagara Peninsula Zone,,Road Tractor Drivers for Semi-Trailers and Trailers,27.26
777,Ontario ,Hamilton-Niagara Peninsula Zone,,"Operators - Heavy Equipment (ex. Cranes, Graders)",25.87
778,Ontario ,Hamilton-Niagara Peninsula Zone,,Grader Operators,29.34
779,Ontario ,Hamilton-Niagara Peninsula Zone,,Asphalt Plant Operators,24.13
780,Ontario ,Hamilton-Niagara Peninsula Zone,,Scraper Operators,29.16
781,Ontario ,Hamilton-Niagara Peninsula Zone,,Packer (road-roller) Operators,24.47
782,Ontario ,Hamilton-Niagara Peninsula Zone,,Pressure Vessel Welders,33.03
783,Ontario ,Hamilton-Niagara Peninsula Zone,,Traffic Accommodation/Control Persons,17.34
784,Ontario ,Hamilton-Niagara Peninsula Zone,,Labourers (Except Traffic Accommodation/Control Persons),23.73
785,Ontario ,London / Stratford Zone,,Electricians,30.71
786,Ontario ,London / Stratford Zone,,Plumbers,32.46
787,Ontario ,London / Stratford Zone,,Sprinkler System Installers,36.14
788,Ontario ,London / Stratford Zone,," Pipefitters, Steamfitters",34.62
789,Ontario ,London / Stratford Zone,,Sheet Metal Workers,24.17
790,Ontario ,London / Stratford Zone,,Boilermakers,33.26
791,Ontario ,London / Stratford Zone,,Ironworkers [except Reinforcing Ironworker (Rebar/Rodman)],26.46
792,Ontario ,London / Stratford Zone,,Reinforcing Ironworkers (rebar/rodman),27.89
793,Ontario ,London / Stratford Zone,,Carpenters,26.09
794,Ontario ,London / Stratford Zone,,Bricklayers,25.3
795,Ontario ,London / Stratford Zone,,Cement Finishers,24.58
796,Ontario ,London / Stratford Zone,,"Tilesetters (including terrazo, marble setters)",31.65
797,Ontario ,London / Stratford Zone,,Plasterers and Drywall Tapers,31.33
798,Ontario ,London / Stratford Zone,,Drywall Installers and Finishers and Lathers,25.51
799,Ontario ,London / Stratford Zone,,Interior System Mechanics (including Steel Stud),24.8
800,Ontario ,London / Stratford Zone,,Roofers,19.85
801,Ontario ,London / Stratford Zone,,Glaziers,29.2
802,Ontario ,London / Stratford Zone,,Insulators,30.4
803,Ontario ,London / Stratford Zone,,Painters,16.3
804,Ontario ,London / Stratford Zone,,Flooring Installers,23.02
805,Ontario ,London / Stratford Zone,,Construction Millwrights,34.6
806,Ontario ,London / Stratford Zone,,Heavy-Duty Equipment Mechanics,24.97
807,Ontario ,London / Stratford Zone,,Refrigeration and Air Conditioning Mechanics,33.79
808,Ontario ,London / Stratford Zone,,Elevator Constructors,43.53
809,Ontario ,London / Stratford Zone,,Mobile Crane Operators,33.82
810,Ontario ,London / Stratford Zone,,Tower Crane Operators,34.78
811,Ontario ,London / Stratford Zone,,Straight Truck Drivers,19.87
812,Ontario ,London / Stratford Zone,,Road Tractor Drivers for Semi-Trailers and Trailers,21.07
813,Ontario ,London / Stratford Zone,,"Operators - Heavy Equipment (ex. Cranes, Graders)",23.78
814,Ontario ,London / Stratford Zone,,Grader Operators,25.06
815,Ontario ,London / Stratford Zone,,Asphalt Plant Operators,21.53
816,Ontario ,London / Stratford Zone,,Scraper Operators,24.17
817,Ontario ,London / Stratford Zone,,Packer (road-roller) Operators,22.14
818,Ontario ,London / Stratford Zone,,Pressure Vessel Welders,33.03
819,Ontario ,London / Stratford Zone,,Traffic Accommodation/Control Persons,20.94
820,Ontario ,London / Stratford Zone,,Labourers (Except Traffic Accommodation/Control Persons),20.68
821,Ontario ,Windsor-Sarnia Zone,,Electricians,35.64
822,Ontario ,Windsor-Sarnia Zone,,Plumbers,30.28
823,Ontario ,Windsor-Sarnia Zone,,Sprinkler System Installers,36.14
824,Ontario ,Windsor-Sarnia Zone,," Pipefitters, Steamfitters",32.52
825,Ontario ,Windsor-Sarnia Zone,,Sheet Metal Workers,28.07
826,Ontario ,Windsor-Sarnia Zone,,Boilermakers,33.26
827,Ontario ,Windsor-Sarnia Zone,,Ironworkers [except Reinforcing Ironworker (Rebar/Rodman)],29.44
828,Ontario ,Windsor-Sarnia Zone,,Reinforcing Ironworkers (rebar/rodman),32.26
829,Ontario ,Windsor-Sarnia Zone,,Carpenters,27.82
830,Ontario ,Windsor-Sarnia Zone,,Bricklayers,33.53
831,Ontario ,Windsor-Sarnia Zone,,Cement Finishers,26.47
832,Ontario ,Windsor-Sarnia Zone,,"Tilesetters (including terrazo, marble setters)",31.65
833,Ontario ,Windsor-Sarnia Zone,,Plasterers and Drywall Tapers,31.33
834,Ontario ,Windsor-Sarnia Zone,,"Drywall Installers, and Finishers and Lathers",32.26
835,Ontario ,Windsor-Sarnia Zone,,Interior System Mechanics (including Steel Stud),32.38
836,Ontario ,Windsor-Sarnia Zone,,Roofers,17.35
837,Ontario ,Windsor-Sarnia Zone,,Glaziers,29.2
838,Ontario ,Windsor-Sarnia Zone,,Insulators,33.56
839,Ontario ,Windsor-Sarnia Zone,,Painters,25.16
840,Ontario ,Windsor-Sarnia Zone,,Flooring Installers,30.22
841,Ontario ,Windsor-Sarnia Zone,,Construction Millwrights,34.6
842,Ontario ,Windsor-Sarnia Zone,,Heavy-Duty Equipment Mechanics,24.22
843,Ontario ,Windsor-Sarnia Zone,,Refrigeration and Air Conditioning Mechanics,30.62
844,Ontario ,Windsor-Sarnia Zone,,Elevator Constructors,43.53
845,Ontario ,Windsor-Sarnia Zone,,Mobile Crane Operators,33.82
846,Ontario ,Windsor-Sarnia Zone,,Tower Crane Operators,34.78
847,Ontario ,Windsor-Sarnia Zone,,Straight Truck Drivers,18.63
848,Ontario ,Windsor-Sarnia Zone,,Road Tractor Drivers for Semi-Trailers and Trailers,22.3
849,Ontario ,Windsor-Sarnia Zone,,"Operators - Heavy Equipment (ex. Cranes, Graders)",28.63
850,Ontario ,Windsor-Sarnia Zone,,Grader Operators,27.47
851,Ontario ,Windsor-Sarnia Zone,,Asphalt Plant Operators,24.13
852,Ontario ,Windsor-Sarnia Zone,,Scraper Operators,29.16
853,Ontario ,Windsor-Sarnia Zone,,Packer (road-roller) Operators,26.45
854,Ontario ,Windsor-Sarnia Zone,,Pressure Vessel Welders,27.31
855,Ontario ,Windsor-Sarnia Zone,,Traffic Accommodation/Control Persons,19.05
856,Ontario ,Windsor-Sarnia Zone,,Labourers (Except Traffic Accommodation/Control Persons),22.6
857,Saskatchewan,Regina/Saskatoon Zone,,Electricians,27.33
858,Saskatchewan,Regina/Saskatoon Zone,,Plumbers,26.09
859,Saskatchewan,Regina/Saskatoon Zone,,"Pipefitters, Steamfitters",27.87
860,Saskatchewan,Regina/Saskatoon Zone,,Sheet Metal Workers,24.87
861,Saskatchewan,Regina/Saskatoon Zone,,Ironworkers (except reinforcing ironworkers (rebar/rodman)),28.68
862,Saskatchewan,Regina/Saskatoon Zone,,Reinforcing Ironworkers (Rebar/rodman),21.83
863,Saskatchewan,Regina/Saskatoon Zone,,Carpenters,22.79
864,Saskatchewan,Regina/Saskatoon Zone,,Bricklayers (except refractory bricklayers),26.62
865,Saskatchewan,Regina/Saskatoon Zone,,Concrete Finishers,17.94
866,Saskatchewan,Regina/Saskatoon Zone,,"Tilesetters (including terrazo, marble setters)",19.04
867,Saskatchewan,Regina/Saskatoon Zone,,"Drywall Installers, Finishers",19.25
868,Saskatchewan,Regina/Saskatoon Zone,,Interior System Mechanics (including steel stud),20.77
869,Saskatchewan,Regina/Saskatoon Zone,,Roofers,17.01
870,Saskatchewan,Regina/Saskatoon Zone,,Glaziers,18.3
871,Saskatchewan,Regina/Saskatoon Zone,,Insulators,17.47
872,Saskatchewan,Regina/Saskatoon Zone,,Painters,16.89
873,Saskatchewan,Regina/Saskatoon Zone,,Heavy-Duty Equipment Mechanics,22.95
874,Saskatchewan,Regina/Saskatoon Zone,,Refrigeration and Air Conditioning Mechanics,29.62
875,Saskatchewan,Regina/Saskatoon Zone,,Mobile Crane Operators,30.93
876,Saskatchewan,Regina/Saskatoon Zone,,Straight Truck Drivers,17.91
877,Saskatchewan,Regina/Saskatoon Zone,,Road Tractor Drivers for Semi-Trailers and Trailers,19.48
878,Saskatchewan,Regina/Saskatoon Zone,,"Heavy Equipment Operators (except cranes, graders and asphalt plant operators)",21.86
879,Saskatchewan,Regina/Saskatoon Zone,,Grader Operators,20.56
880,Saskatchewan,Regina/Saskatoon Zone,,Asphalt Plant Operators,18.55
881,Saskatchewan,Regina/Saskatoon Zone,,General Welder  Canadian Welders' Bureau,25.44
882,Saskatchewan,Regina/Saskatoon Zone,,Traffic Accommodation Person (flagperson),12.37
883,Saskatchewan,Regina/Saskatoon Zone,,Form Setters,19.35
884,Saskatchewan,Regina/Saskatoon Zone,,Asphalt Layers (by hand  includes rakers),18.06
885,Saskatchewan,Regina/Saskatoon Zone,,"Trade Helpers, Labourers (except asphalt layers and scaffold erectors)",13.72
886,Saskatchewan,Regina/Saskatoon Zone,,Scaffold Erectors,20.12
887,Saskatchewan,North/Southwest Zone,,Electricians,27.03
888,Saskatchewan,North/Southwest Zone,,Plumbers,23.36
889,Saskatchewan,North/Southwest Zone,,"Pipefitters, Steamfitters",27.52
890,Saskatchewan,North/Southwest Zone,,Sheet Metal Workers,24.36
891,Saskatchewan,North/Southwest Zone,,Ironworkers (except reinforcing ironworkers (rebar/rodman)),28.68
892,Saskatchewan,North/Southwest Zone,,Reinforcing Ironworkers (rebar/rodman),21.94
893,Saskatchewan,North/Southwest Zone,,Carpenters,22.18
894,Saskatchewan,North/Southwest Zone,,Bricklayers (except refractory bricklayers),26.62
895,Saskatchewan,North/Southwest Zone,,Concrete Finishers,19.98
896,Saskatchewan,North/Southwest Zone,,"Tilesetters (including terrazo, marble setters)",18.96
897,Saskatchewan,North/Southwest Zone,,"Drywall Installers, Finishers",21.17
898,Saskatchewan,North/Southwest Zone,,Interior System Mechanics (including steel stud),21.01
899,Saskatchewan,North/Southwest Zone,,Roofers,17.11
900,Saskatchewan,North/Southwest Zone,,Glaziers,18.3
901,Saskatchewan,North/Southwest Zone,,Insulators,17.64
902,Saskatchewan,North/Southwest Zone,,Painters,20.06
903,Saskatchewan,North/Southwest Zone,,Heavy-Duty Equipment Mechanics,23.15
904,Saskatchewan,North/Southwest Zone,,Refrigeration and Air Conditioning Mechanics,23.57
905,Saskatchewan,North/Southwest Zone,,Mobile Crane Operators,31.44
906,Saskatchewan,North/Southwest Zone,,Straight Truck Drivers,16.1
907,Saskatchewan,North/Southwest Zone,,Road Tractor Drivers for Semi-Trailers and Trailers,17.35
908,Saskatchewan,North/Southwest Zone,,"Heavy Equipment Operators (except cranes, graders and asphalt plant operators)",19.06
909,Saskatchewan,North/Southwest Zone,,Grader Operators,20.93
910,Saskatchewan,North/Southwest Zone,,Asphalt Plant Operators,17.05
911,Saskatchewan,North/Southwest Zone,,General Welder  Canadian Welders' Bureau,26.0
912,Saskatchewan,North/Southwest Zone,,Traffic Accommodation Person (flagperson),12.57
913,Saskatchewan,North/Southwest Zone,,Form Setters,19.44
914,Saskatchewan,North/Southwest Zone,,Asphalt Layers (by hand  includes rakers),16.95
915,Saskatchewan,North/Southwest Zone,,"Trade Helpers, Labourers (except asphalt layers and scaffold erectors)",15.4
916,Saskatchewan,North/Southwest Zone,,Scaffold Erectors,20.12
917,Newfoundland and Labrador,"Central, West and Labrador Zone",,Electricians,20.4
918,Newfoundland and Labrador,"Central, West and Labrador Zone",,Plumbers,19.45
919,Newfoundland and Labrador,"Central, West and Labrador Zone",,"Pipefitters, Steamfitters",16.31
920,Newfoundland and Labrador,"Central, West and Labrador Zone",,Sheet Metal Workers,20.39
921,Newfoundland and Labrador,"Central, West and Labrador Zone",,Ironworkers,19.06
922,Newfoundland and Labrador,"Central, West and Labrador Zone",,Carpenters,15.06
923,Newfoundland and Labrador,"Central, West and Labrador Zone",,Bricklayers,19.47
924,Newfoundland and Labrador,"Central, West and Labrador Zone",,Cement Finishers,14.29
925,Newfoundland and Labrador,"Central, West and Labrador Zone",,Roofers,15.02
926,Newfoundland and Labrador,"Central, West and Labrador Zone",,Painters,14.25
927,Newfoundland and Labrador,"Central, West and Labrador Zone",,Flooring Installer,16.67
928,Newfoundland and Labrador,"Central, West and Labrador Zone",,Heavy-Duty Equipment Mechanics,15.96
929,Newfoundland and Labrador,"Central, West and Labrador Zone",,Refrigeration and Air Conditioning Mechanics,21.59
930,Newfoundland and Labrador,"Central, West and Labrador Zone",,Mobile Crane Operators,18.47
931,Newfoundland and Labrador,"Central, West and Labrador Zone",,Truck Drivers,14.44
932,Newfoundland and Labrador,"Central, West and Labrador Zone",,"Operators Heavy Equipment (ex. Cranes, Graders, Asphalt Paving)",15.7
933,Newfoundland and Labrador,"Central, West and Labrador Zone",,Grader Operators,15.77
934,Newfoundland and Labrador,"Central, West and Labrador Zone",,Paver and Asphalt Plant Operators,16.88
935,Newfoundland and Labrador,"Central, West and Labrador Zone",,Traffic Accommodation Person (Flag Person),9.32
936,Newfoundland and Labrador,"Central, West and Labrador Zone",,"Trade Helpers, Labourers (ex. Asphalt Layers, Flag persons, Form setter)",12.18
937,Newfoundland and Labrador,"Central, West and Labrador Zone",,Powder Person and Driller,14.77
938,Newfoundland and Labrador,Avalon Zone (St. John's),,Electricians,22.59
939,Newfoundland and Labrador,Avalon Zone (St. John's),,Plumbers,21.24
940,Newfoundland and Labrador,Avalon Zone (St. John's),,"Pipefitters, Steamfitters",25.64
941,Newfoundland and Labrador,Avalon Zone (St. John's),,Sheet Metal Workers,21.45
942,Newfoundland and Labrador,Avalon Zone (St. John's),,Ironworkers,19.14
943,Newfoundland and Labrador,Avalon Zone (St. John's),,Carpenters,16.44
944,Newfoundland and Labrador,Avalon Zone (St. John's),,Bricklayers,19.47
945,Newfoundland and Labrador,Avalon Zone (St. John's),,Cement Finishers,16.72
946,Newfoundland and Labrador,Avalon Zone (St. John's),,"Tilesetters (including terrazo, marble setters)",16.99
947,Newfoundland and Labrador,Avalon Zone (St. John's),,"Plasterers, Drywall Installers and Finishers and Lathers",16.38
948,Newfoundland and Labrador,Avalon Zone (St. John's),,Roofers,15.0
949,Newfoundland and Labrador,Avalon Zone (St. John's),,Painters,14.84
950,Newfoundland and Labrador,Avalon Zone (St. John's),,Flooring Installer,16.39
951,Newfoundland and Labrador,Avalon Zone (St. John's),,Heavy-Duty Equipment Mechanics,16.49
952,Newfoundland and Labrador,Avalon Zone (St. John's),,Insulator,15.27
953,Newfoundland and Labrador,Avalon Zone (St. John's),,Refrigeration and Air Conditioning Mechanics,23.02
954,Newfoundland and Labrador,Avalon Zone (St. John's),,Mobile Crane Operators,19.8
955,Newfoundland and Labrador,Avalon Zone (St. John's),,Truck Drivers,14.41
956,Newfoundland and Labrador,Avalon Zone (St. John's),,"Operators Heavy Equipment (ex. Cranes, Graders, Asphalt Paving)",16.18
957,Newfoundland and Labrador,Avalon Zone (St. John's),,Grader Operators,17.03
958,Newfoundland and Labrador,Avalon Zone (St. John's),,Paver and Asphalt Plant Operators,17.1
959,Newfoundland and Labrador,Avalon Zone (St. John's),,Pressure Vessel Welder,21.66
960,Newfoundland and Labrador,Avalon Zone (St. John's),,Traffic Accommodation Person (Flag Person),9.27
961,Newfoundland and Labrador,Avalon Zone (St. John's),,"Trade Helpers, Labourers (ex. Asphalt Layers, Flag persons, Form setter)",12.81
962,Northwest Territories,,,Electricians,34.1
963,Northwest Territories,,,Plumbers,32.9
964,Northwest Territories,,,Carpenters,27.9
965,Northwest Territories,,,General Welder (Canadian Welders Bureau),32.7
966,Northwest Territories,,,"Plasterers, Drywall Installers, Finishers and Lathers",27.2
967,Northwest Territories,,,Painters,24.9
968,Northwest Territories,,,Heavy Equipment Mechanics,35.3
969,Northwest Territories,,,Truck Drivers,26.0
970,Northwest Territories,,,"Heavy Equipment Operators (excluding Cranes, Graders and Asphalt and Paving Machines)",28.2
971,Northwest Territories,,,"Helpers, Labourers (excluding Traffic Accommodation Persons)",18.9
972,Yukon,,Category A Class,Boilermakers (erection and repair),30.61
973,Yukon,,Category A Class,Bricklayers and Stone Masons,30.61
974,Yukon,,Category A Class,Carpenters,30.61
975,Yukon,,Category A Class,"Crane Operators (overhead, climbing, skyway or equivalent)",30.61
976,Yukon,,Category A Class,Divers,30.61
977,Yukon,,Category A Class,Electricians,30.61
978,Yukon,,Category A Class,Elevator Mechanics,30.61
979,Yukon,,Category A Class,Glass and Metal Installers,30.61
980,Yukon,,Category A Class,"Head Cook, Camp (camp size over 100 persons)",30.61
981,Yukon,,Category A Class,Heavy-Duty Equipment Mechanics,30.61
982,Yukon,,Category A Class,"Heavy Equipment Operators (dragline, gradall, pile driver, shovel, mobile crane)",30.61
983,Yukon,,Category A Class,"Interior Systems Mechanics (metal framing and walls, drywall application, drywall contact and suspended ceilings, acoustical and metal linear ceiling, demountable partition, shaft wall and access floor systems, plenum barriers, fireproofing and plasters)",30.61
984,Yukon,,Category A Class,Linespersons (electric),30.61
985,Yukon,,Category A Class,Mechanical Systems Insulators,30.61
986,Yukon,,Category A Class,Millwrights,30.61
987,Yukon,,Category A Class,"Plumbers, Steamfitters and Welders (pipe)",30.61
988,Yukon,,Category A Class,Refrigeration Mechanics,30.61
989,Yukon,,Category A Class,Sheet Metal Mechanics,30.61
990,Yukon,,Category A Class,Sprinkler System Installers,30.61
991,Yukon,,Category A Class,Structural Steel Erectors (includes reinforcing ironwork),30.61
992,Yukon,,Category A Class,Surveyors,30.61
993,Yukon,,Category A Class,Tilesetters,30.61
994,Yukon,,Category A Class,Welders - General (acetylene and electric),30.61
995,Yukon,,Category B Class,Asphalt or Concrete Spreader Operators,27.44
996,Yukon,,Category B Class,Batchpersons (operator of asphalt or concrete plant),27.44
997,Yukon,,Category B Class,Blasters,27.44
998,Yukon,,Category B Class,Cement Finishers,27.44
999,Yukon,,Category B Class,Compressor Operators,27.44
1000,Yukon,,Category B Class,Concrete Mixer Operators,27.44
1001,Yukon,,Category B Class,Drillers,27.44
1002,Yukon,,Category B Class,Float Drivers,27.44
1003,Yukon,,Category B Class,Floor Covering Installers (includes carpet and resilient tile),27.44
1004,Yukon,,Category B Class,"Head Cook, Camp (camp size 1 to 100 persons)",27.44
1005,Yukon,,Category B Class,"Heavy Equipment Operators (rubber tire backhoe, tracked backhoe, bulldozer, front end loaders, graders, scrapers or equivalent)",27.44
1006,Yukon,,Category B Class,Heavy Equipment Servicer,27.44
1007,Yukon,,Category B Class,Hoist Operators,27.44
1008,Yukon,,Category B Class,Ornamental and Miscellaneous Metal Erectors,27.44
1009,Yukon,,Category B Class,Painters and Paper Hangers,27.44
1010,Yukon,,Category B Class,Pipelayers,27.44
1011,Yukon,,Category B Class,Roofers,27.44
1012,Yukon,,Category B Class,Truck Drivers (heavy - 10 ton G.V.W. and up),27.44
1013,Yukon,,Category C Class,Blaster's Helpers,24.34
1014,Yukon,,Category C Class,"Concrete Floatpersons (puddleperson, screedperson)",24.34
1015,Yukon,,Category C Class,"Second Cook/Baker, Camp",24.34
1016,Yukon,,Category C Class,Surveyor's Helpers,24.34
1017,Yukon,,Category C Class,Truck Drivers (G.V.W. - 3 to 10 Tons),24.34
1018,Yukon,,Category D Class,Asphalt Rakers,22.09
1019,Yukon,,Category D Class,Camp/Kitchen Helpers,22.09
1020,Yukon,,Category D Class,Driller's Helpers,22.09
1021,Yukon,,Category D Class,First Aid Attendants,22.09
1022,Yukon,,Category D Class,Flagpersons,22.09
1023,Yukon,,Category D Class,Jackhammer Operators,22.09
1024,Yukon,,Category D Class,Labourers,22.09
1025,Yukon,,Category D Class,Mortar Persons,22.09
1026,Yukon,,Category D Class,Pump Tenders,22.09
1027,Yukon,,Category D Class,"Roller Operators (roller, packer or compactor)",22.09
1028,Yukon,,Category D Class,Roofer's Helpers,22.09
1029,Yukon,,Category D Class,Watchpersons or Security Guards,22.09
